VeiligheidsregioCode;VeiligheidsregioNaam;Datum_van_overlijden;Aantal
VR13;Amsterdam-Amstelland;2020-08-11;2
VR13;Amsterdam-Amstelland;2020-08-12;0
VR13;Amsterdam-Amstelland;2020-08-13;0
VR13;Amsterdam-Amstelland;2020-08-14;0
VR13;Amsterdam-Amstelland;2020-08-15;1
VR13;Amsterdam-Amstelland;2020-08-16;0
VR13;Amsterdam-Amstelland;2020-08-17;1
VR13;Amsterdam-Amstelland;2020-08-18;0
VR13;Amsterdam-Amstelland;2020-08-19;0
VR13;Amsterdam-Amstelland;2020-08-20;0
VR13;Amsterdam-Amstelland;2020-08-21;2
VR13;Amsterdam-Amstelland;2020-08-22;0
VR13;Amsterdam-Amstelland;2020-08-23;0
VR13;Amsterdam-Amstelland;2020-08-24;0
VR13;Amsterdam-Amstelland;2020-08-25;0
VR13;Amsterdam-Amstelland;2020-08-26;0
VR13;Amsterdam-Amstelland;2020-08-27;0
VR13;Amsterdam-Amstelland;2020-08-28;0
VR13;Amsterdam-Amstelland;2020-08-29;0
VR13;Amsterdam-Amstelland;2020-08-30;0
VR13;Amsterdam-Amstelland;2020-08-31;0
VR13;Amsterdam-Amstelland;2020-09-01;0
VR13;Amsterdam-Amstelland;2020-09-02;0
VR13;Amsterdam-Amstelland;2020-09-03;0
VR13;Amsterdam-Amstelland;2020-09-04;0
VR13;Amsterdam-Amstelland;2020-09-05;0
VR13;Amsterdam-Amstelland;2020-09-06;0
VR13;Amsterdam-Amstelland;2020-09-07;0
VR13;Amsterdam-Amstelland;2020-09-08;1
VR13;Amsterdam-Amstelland;2020-09-09;1
VR13;Amsterdam-Amstelland;2020-09-10;0
VR13;Amsterdam-Amstelland;2020-09-11;1
VR13;Amsterdam-Amstelland;2020-09-12;0
VR13;Amsterdam-Amstelland;2020-09-13;0
VR13;Amsterdam-Amstelland;2020-09-14;0
VR13;Amsterdam-Amstelland;2020-09-15;0
VR13;Amsterdam-Amstelland;2020-09-16;0
VR13;Amsterdam-Amstelland;2020-09-17;1
VR13;Amsterdam-Amstelland;2020-09-18;0
VR13;Amsterdam-Amstelland;2020-09-19;0
VR13;Amsterdam-Amstelland;2020-09-20;0
VR13;Amsterdam-Amstelland;2020-09-21;0
VR13;Amsterdam-Amstelland;2020-09-22;1
VR13;Amsterdam-Amstelland;2020-09-23;0
VR13;Amsterdam-Amstelland;2020-09-24;0
VR13;Amsterdam-Amstelland;2020-09-25;2
VR13;Amsterdam-Amstelland;2020-09-26;0
VR13;Amsterdam-Amstelland;2020-09-27;0
VR13;Amsterdam-Amstelland;2020-09-28;1
VR13;Amsterdam-Amstelland;2020-09-29;0
VR13;Amsterdam-Amstelland;2020-09-30;0
VR13;Amsterdam-Amstelland;2020-10-01;0
VR13;Amsterdam-Amstelland;2020-10-02;0
VR13;Amsterdam-Amstelland;2020-10-03;1
VR13;Amsterdam-Amstelland;2020-10-04;0
VR13;Amsterdam-Amstelland;2020-10-05;0
VR13;Amsterdam-Amstelland;2020-10-06;0
VR13;Amsterdam-Amstelland;2020-10-07;0
VR13;Amsterdam-Amstelland;2020-10-08;0
VR13;Amsterdam-Amstelland;2020-10-09;0
VR13;Amsterdam-Amstelland;2020-10-10;0
VR13;Amsterdam-Amstelland;2020-10-11;0
VR13;Amsterdam-Amstelland;2020-10-12;1
VR13;Amsterdam-Amstelland;2020-10-13;0
VR13;Amsterdam-Amstelland;2020-10-14;0
VR14;Gooi en Vechtstreek;1900-01-01;0
VR14;Gooi en Vechtstreek;2020-02-27;0
VR14;Gooi en Vechtstreek;2020-02-28;0
VR14;Gooi en Vechtstreek;2020-02-29;0
VR14;Gooi en Vechtstreek;2020-03-01;0
VR14;Gooi en Vechtstreek;2020-03-02;0
VR14;Gooi en Vechtstreek;2020-03-03;0
VR14;Gooi en Vechtstreek;2020-03-04;0
VR14;Gooi en Vechtstreek;2020-03-05;0
VR14;Gooi en Vechtstreek;2020-03-06;0
VR14;Gooi en Vechtstreek;2020-03-07;0
VR14;Gooi en Vechtstreek;2020-03-08;0
VR14;Gooi en Vechtstreek;2020-03-09;0
VR14;Gooi en Vechtstreek;2020-03-10;0
VR14;Gooi en Vechtstreek;2020-03-11;0
VR14;Gooi en Vechtstreek;2020-03-12;0
VR14;Gooi en Vechtstreek;2020-03-13;0
VR14;Gooi en Vechtstreek;2020-03-14;0
VR14;Gooi en Vechtstreek;2020-03-15;0
VR14;Gooi en Vechtstreek;2020-03-16;0
VR14;Gooi en Vechtstreek;2020-03-17;0
VR14;Gooi en Vechtstreek;2020-03-18;0
VR14;Gooi en Vechtstreek;2020-03-19;0
VR14;Gooi en Vechtstreek;2020-03-20;0
VR14;Gooi en Vechtstreek;2020-03-21;0
VR14;Gooi en Vechtstreek;2020-03-22;0
VR14;Gooi en Vechtstreek;2020-03-23;0
VR14;Gooi en Vechtstreek;2020-03-24;1
VR14;Gooi en Vechtstreek;2020-03-25;0
VR14;Gooi en Vechtstreek;2020-03-26;0
VR14;Gooi en Vechtstreek;2020-03-27;0
VR14;Gooi en Vechtstreek;2020-03-28;0
VR14;Gooi en Vechtstreek;2020-03-29;0
VR14;Gooi en Vechtstreek;2020-03-30;0
VR14;Gooi en Vechtstreek;2020-03-31;0
VR14;Gooi en Vechtstreek;2020-04-01;1
VR14;Gooi en Vechtstreek;2020-04-02;1
VR14;Gooi en Vechtstreek;2020-04-03;2
VR14;Gooi en Vechtstreek;2020-04-04;0
VR14;Gooi en Vechtstreek;2020-04-05;0
VR14;Gooi en Vechtstreek;2020-04-06;0
VR14;Gooi en Vechtstreek;2020-04-07;0
VR14;Gooi en Vechtstreek;2020-04-08;1
VR14;Gooi en Vechtstreek;2020-04-09;0
VR14;Gooi en Vechtstreek;2020-04-10;0
VR14;Gooi en Vechtstreek;2020-04-11;0
VR14;Gooi en Vechtstreek;2020-04-12;0
VR14;Gooi en Vechtstreek;2020-04-13;0
VR14;Gooi en Vechtstreek;2020-04-14;0
VR14;Gooi en Vechtstreek;2020-04-15;0
VR14;Gooi en Vechtstreek;2020-04-16;1
VR14;Gooi en Vechtstreek;2020-04-17;2
VR14;Gooi en Vechtstreek;2020-04-18;2
VR14;Gooi en Vechtstreek;2020-04-19;1
VR14;Gooi en Vechtstreek;2020-04-20;1
VR14;Gooi en Vechtstreek;2020-04-21;0
VR14;Gooi en Vechtstreek;2020-04-22;0
VR14;Gooi en Vechtstreek;2020-04-23;1
VR14;Gooi en Vechtstreek;2020-04-24;2
VR14;Gooi en Vechtstreek;2020-04-25;1
VR14;Gooi en Vechtstreek;2020-04-26;1
VR14;Gooi en Vechtstreek;2020-04-27;1
VR14;Gooi en Vechtstreek;2020-04-28;0
VR14;Gooi en Vechtstreek;2020-04-29;3
VR14;Gooi en Vechtstreek;2020-04-30;1
VR14;Gooi en Vechtstreek;2020-05-01;1
VR14;Gooi en Vechtstreek;2020-05-02;1
VR14;Gooi en Vechtstreek;2020-05-03;1
VR14;Gooi en Vechtstreek;2020-05-04;1
VR14;Gooi en Vechtstreek;2020-05-05;0
VR14;Gooi en Vechtstreek;2020-05-06;3
VR14;Gooi en Vechtstreek;2020-05-07;0
VR14;Gooi en Vechtstreek;2020-05-08;0
VR14;Gooi en Vechtstreek;2020-05-09;0
VR14;Gooi en Vechtstreek;2020-05-10;0
VR14;Gooi en Vechtstreek;2020-05-11;0
VR14;Gooi en Vechtstreek;2020-05-12;0
VR14;Gooi en Vechtstreek;2020-05-13;0
VR14;Gooi en Vechtstreek;2020-05-14;0
VR14;Gooi en Vechtstreek;2020-05-15;0
VR14;Gooi en Vechtstreek;2020-05-16;0
VR14;Gooi en Vechtstreek;2020-05-17;0
VR14;Gooi en Vechtstreek;2020-05-18;0
VR14;Gooi en Vechtstreek;2020-05-19;0
VR14;Gooi en Vechtstreek;2020-05-20;0
VR14;Gooi en Vechtstreek;2020-05-21;0
VR14;Gooi en Vechtstreek;2020-05-22;0
VR14;Gooi en Vechtstreek;2020-05-23;0
VR14;Gooi en Vechtstreek;2020-05-24;0
VR14;Gooi en Vechtstreek;2020-05-25;0
VR14;Gooi en Vechtstreek;2020-05-26;0
VR14;Gooi en Vechtstreek;2020-05-27;0
VR14;Gooi en Vechtstreek;2020-05-28;0
VR14;Gooi en Vechtstreek;2020-05-29;0
VR14;Gooi en Vechtstreek;2020-05-30;0
VR14;Gooi en Vechtstreek;2020-05-31;0
VR14;Gooi en Vechtstreek;2020-06-01;0
VR14;Gooi en Vechtstreek;2020-06-02;0
VR14;Gooi en Vechtstreek;2020-06-03;0
VR14;Gooi en Vechtstreek;2020-06-04;0
VR14;Gooi en Vechtstreek;2020-06-05;0
VR14;Gooi en Vechtstreek;2020-06-06;0
VR14;Gooi en Vechtstreek;2020-06-07;0
VR14;Gooi en Vechtstreek;2020-06-08;0
VR14;Gooi en Vechtstreek;2020-06-09;0
VR14;Gooi en Vechtstreek;2020-06-10;0
VR14;Gooi en Vechtstreek;2020-06-11;0
VR14;Gooi en Vechtstreek;2020-06-12;0
VR14;Gooi en Vechtstreek;2020-06-13;0
VR14;Gooi en Vechtstreek;2020-06-14;0
VR14;Gooi en Vechtstreek;2020-06-15;0
VR14;Gooi en Vechtstreek;2020-06-16;0
VR14;Gooi en Vechtstreek;2020-06-17;0
VR14;Gooi en Vechtstreek;2020-06-18;0
VR14;Gooi en Vechtstreek;2020-06-19;0
VR14;Gooi en Vechtstreek;2020-06-20;0
VR14;Gooi en Vechtstreek;2020-06-21;0
VR14;Gooi en Vechtstreek;2020-06-22;0
VR14;Gooi en Vechtstreek;2020-06-23;0
VR14;Gooi en Vechtstreek;2020-06-24;0
VR14;Gooi en Vechtstreek;2020-06-25;0
VR14;Gooi en Vechtstreek;2020-06-26;0
VR14;Gooi en Vechtstreek;2020-06-27;0
VR14;Gooi en Vechtstreek;2020-06-28;0
VR14;Gooi en Vechtstreek;2020-06-29;0
VR14;Gooi en Vechtstreek;2020-06-30;0
VR14;Gooi en Vechtstreek;2020-07-01;0
VR14;Gooi en Vechtstreek;2020-07-02;0
VR14;Gooi en Vechtstreek;2020-07-03;0
VR14;Gooi en Vechtstreek;2020-07-04;0
VR14;Gooi en Vechtstreek;2020-07-05;0
VR14;Gooi en Vechtstreek;2020-07-06;0
VR14;Gooi en Vechtstreek;2020-07-07;0
VR14;Gooi en Vechtstreek;2020-07-08;0
VR14;Gooi en Vechtstreek;2020-07-09;0
VR14;Gooi en Vechtstreek;2020-07-10;0
VR14;Gooi en Vechtstreek;2020-07-11;0
VR14;Gooi en Vechtstreek;2020-07-12;0
VR14;Gooi en Vechtstreek;2020-07-13;0
VR14;Gooi en Vechtstreek;2020-07-14;0
VR14;Gooi en Vechtstreek;2020-07-15;0
VR14;Gooi en Vechtstreek;2020-07-16;0
VR14;Gooi en Vechtstreek;2020-07-17;0
VR14;Gooi en Vechtstreek;2020-07-18;0
VR14;Gooi en Vechtstreek;2020-07-19;0
VR14;Gooi en Vechtstreek;2020-07-20;0
VR14;Gooi en Vechtstreek;2020-07-21;0
VR14;Gooi en Vechtstreek;2020-07-22;0
VR14;Gooi en Vechtstreek;2020-07-23;0
VR14;Gooi en Vechtstreek;2020-07-24;0
VR14;Gooi en Vechtstreek;2020-07-25;0
VR14;Gooi en Vechtstreek;2020-07-26;0
VR14;Gooi en Vechtstreek;2020-07-27;0
VR14;Gooi en Vechtstreek;2020-07-28;0
VR14;Gooi en Vechtstreek;2020-07-29;0
VR14;Gooi en Vechtstreek;2020-07-30;0
VR14;Gooi en Vechtstreek;2020-07-31;0
VR14;Gooi en Vechtstreek;2020-08-01;0
VR14;Gooi en Vechtstreek;2020-08-02;0
VR14;Gooi en Vechtstreek;2020-08-03;0
VR14;Gooi en Vechtstreek;2020-08-04;0
VR14;Gooi en Vechtstreek;2020-08-05;0
VR14;Gooi en Vechtstreek;2020-08-06;0
VR14;Gooi en Vechtstreek;2020-08-07;0
VR14;Gooi en Vechtstreek;2020-08-08;0
VR14;Gooi en Vechtstreek;2020-08-09;0
VR14;Gooi en Vechtstreek;2020-08-10;0
VR14;Gooi en Vechtstreek;2020-08-11;0
VR14;Gooi en Vechtstreek;2020-08-12;0
VR14;Gooi en Vechtstreek;2020-08-13;0
VR14;Gooi en Vechtstreek;2020-08-14;0
VR14;Gooi en Vechtstreek;2020-08-15;0
VR14;Gooi en Vechtstreek;2020-08-16;0
VR14;Gooi en Vechtstreek;2020-08-17;0
VR14;Gooi en Vechtstreek;2020-08-18;0
VR14;Gooi en Vechtstreek;2020-08-19;0
VR14;Gooi en Vechtstreek;2020-08-20;0
VR14;Gooi en Vechtstreek;2020-08-21;0
VR14;Gooi en Vechtstreek;2020-08-22;0
VR14;Gooi en Vechtstreek;2020-08-23;0
VR14;Gooi en Vechtstreek;2020-08-24;0
VR14;Gooi en Vechtstreek;2020-08-25;0
VR14;Gooi en Vechtstreek;2020-08-26;0
VR14;Gooi en Vechtstreek;2020-08-27;0
VR14;Gooi en Vechtstreek;2020-08-28;0
VR14;Gooi en Vechtstreek;2020-08-29;0
VR14;Gooi en Vechtstreek;2020-08-30;0
VR14;Gooi en Vechtstreek;2020-08-31;0
VR14;Gooi en Vechtstreek;2020-09-01;0
VR14;Gooi en Vechtstreek;2020-09-02;0
VR14;Gooi en Vechtstreek;2020-09-03;0
VR14;Gooi en Vechtstreek;2020-09-04;0
VR14;Gooi en Vechtstreek;2020-09-05;0
VR14;Gooi en Vechtstreek;2020-09-06;0
VR14;Gooi en Vechtstreek;2020-09-07;0
VR14;Gooi en Vechtstreek;2020-09-08;0
VR14;Gooi en Vechtstreek;2020-09-09;0
VR14;Gooi en Vechtstreek;2020-09-10;0
VR14;Gooi en Vechtstreek;2020-09-11;0
VR14;Gooi en Vechtstreek;2020-09-12;0
VR14;Gooi en Vechtstreek;2020-09-13;0
VR14;Gooi en Vechtstreek;2020-09-14;0
VR14;Gooi en Vechtstreek;2020-09-15;0
VR14;Gooi en Vechtstreek;2020-09-16;0
VR14;Gooi en Vechtstreek;2020-09-17;1
VR14;Gooi en Vechtstreek;2020-09-18;1
VR14;Gooi en Vechtstreek;2020-09-19;1
VR14;Gooi en Vechtstreek;2020-09-20;0
VR14;Gooi en Vechtstreek;2020-09-21;0
VR14;Gooi en Vechtstreek;2020-09-22;1
VR14;Gooi en Vechtstreek;2020-09-23;0
VR14;Gooi en Vechtstreek;2020-09-24;1
VR14;Gooi en Vechtstreek;2020-09-25;0
VR14;Gooi en Vechtstreek;2020-09-26;1
VR14;Gooi en Vechtstreek;2020-09-27;0
VR14;Gooi en Vechtstreek;2020-09-28;0
VR14;Gooi en Vechtstreek;2020-09-29;0
VR14;Gooi en Vechtstreek;2020-09-30;0
VR14;Gooi en Vechtstreek;2020-10-01;0
VR14;Gooi en Vechtstreek;2020-10-02;0
VR14;Gooi en Vechtstreek;2020-10-03;0
VR14;Gooi en Vechtstreek;2020-10-04;0
VR14;Gooi en Vechtstreek;2020-10-05;0
VR14;Gooi en Vechtstreek;2020-10-06;0
VR14;Gooi en Vechtstreek;2020-10-07;0
VR14;Gooi en Vechtstreek;2020-10-08;0
VR14;Gooi en Vechtstreek;2020-10-09;0
VR14;Gooi en Vechtstreek;2020-10-10;0
VR14;Gooi en Vechtstreek;2020-10-11;0
VR14;Gooi en Vechtstreek;2020-10-12;0
VR14;Gooi en Vechtstreek;2020-10-13;0
VR14;Gooi en Vechtstreek;2020-10-14;0
VR15;Haaglanden;1900-01-01;0
VR15;Haaglanden;2020-02-27;0
VR15;Haaglanden;2020-02-28;0
VR15;Haaglanden;2020-02-29;0
VR15;Haaglanden;2020-03-01;0
VR15;Haaglanden;2020-03-02;0
VR15;Haaglanden;2020-03-03;0
VR15;Haaglanden;2020-03-04;0
VR15;Haaglanden;2020-03-05;0
VR15;Haaglanden;2020-03-06;0
VR15;Haaglanden;2020-03-07;0
VR15;Haaglanden;2020-03-08;0
VR15;Haaglanden;2020-03-09;0
VR15;Haaglanden;2020-03-10;0
VR15;Haaglanden;2020-03-11;0
VR15;Haaglanden;2020-03-12;0
VR15;Haaglanden;2020-03-13;0
VR15;Haaglanden;2020-03-14;0
VR15;Haaglanden;2020-03-15;0
VR15;Haaglanden;2020-03-16;0
VR15;Haaglanden;2020-03-17;0
VR15;Haaglanden;2020-03-18;0
VR15;Haaglanden;2020-03-19;0
VR15;Haaglanden;2020-03-20;0
VR15;Haaglanden;2020-03-21;0
VR15;Haaglanden;2020-03-22;0
VR15;Haaglanden;2020-03-23;0
VR15;Haaglanden;2020-03-24;0
VR15;Haaglanden;2020-03-25;0
VR15;Haaglanden;2020-03-26;2
VR15;Haaglanden;2020-03-27;2
VR15;Haaglanden;2020-03-28;0
VR15;Haaglanden;2020-03-29;0
VR15;Haaglanden;2020-03-30;1
VR15;Haaglanden;2020-03-31;3
VR15;Haaglanden;2020-04-01;3
VR15;Haaglanden;2020-04-02;4
VR15;Haaglanden;2020-04-03;8
VR15;Haaglanden;2020-04-04;4
VR15;Haaglanden;2020-04-05;4
VR15;Haaglanden;2020-04-06;5
VR15;Haaglanden;2020-04-07;2
VR15;Haaglanden;2020-04-08;2
VR15;Haaglanden;2020-04-09;8
VR15;Haaglanden;2020-04-10;10
VR15;Haaglanden;2020-04-11;3
VR15;Haaglanden;2020-04-12;5
VR15;Haaglanden;2020-04-13;8
VR15;Haaglanden;2020-04-14;7
VR15;Haaglanden;2020-04-15;4
VR15;Haaglanden;2020-04-16;11
VR15;Haaglanden;2020-04-17;7
VR15;Haaglanden;2020-04-18;2
VR15;Haaglanden;2020-04-19;6
VR15;Haaglanden;2020-04-20;8
VR15;Haaglanden;2020-04-21;6
VR15;Haaglanden;2020-04-22;10
VR15;Haaglanden;2020-04-23;8
VR15;Haaglanden;2020-04-24;4
VR15;Haaglanden;2020-04-25;4
VR15;Haaglanden;2020-04-26;6
VR15;Haaglanden;2020-04-27;3
VR15;Haaglanden;2020-04-28;7
VR15;Haaglanden;2020-04-29;4
VR15;Haaglanden;2020-04-30;3
VR15;Haaglanden;2020-05-01;3
VR15;Haaglanden;2020-05-02;5
VR15;Haaglanden;2020-05-03;4
VR15;Haaglanden;2020-05-04;3
VR15;Haaglanden;2020-05-05;4
VR15;Haaglanden;2020-05-06;5
VR15;Haaglanden;2020-05-07;6
VR15;Haaglanden;2020-05-08;2
VR15;Haaglanden;2020-05-09;2
VR15;Haaglanden;2020-05-10;0
VR15;Haaglanden;2020-05-11;0
VR15;Haaglanden;2020-05-12;4
VR15;Haaglanden;2020-05-13;2
VR15;Haaglanden;2020-05-14;0
VR15;Haaglanden;2020-05-15;2
VR15;Haaglanden;2020-05-16;1
VR15;Haaglanden;2020-05-17;2
VR15;Haaglanden;2020-05-18;5
VR15;Haaglanden;2020-05-19;3
VR15;Haaglanden;2020-05-20;0
VR15;Haaglanden;2020-05-21;0
VR15;Haaglanden;2020-05-22;2
VR15;Haaglanden;2020-05-23;2
VR15;Haaglanden;2020-05-24;2
VR15;Haaglanden;2020-05-25;0
VR15;Haaglanden;2020-05-26;0
VR15;Haaglanden;2020-05-27;1
VR15;Haaglanden;2020-05-28;2
VR15;Haaglanden;2020-05-29;0
VR15;Haaglanden;2020-05-30;1
VR15;Haaglanden;2020-05-31;3
VR15;Haaglanden;2020-06-01;1
VR15;Haaglanden;2020-06-02;1
VR15;Haaglanden;2020-06-03;0
VR15;Haaglanden;2020-06-04;1
VR15;Haaglanden;2020-06-05;1
VR15;Haaglanden;2020-06-06;0
VR15;Haaglanden;2020-06-07;1
VR15;Haaglanden;2020-06-08;0
VR15;Haaglanden;2020-06-09;0
VR15;Haaglanden;2020-06-10;0
VR15;Haaglanden;2020-06-11;0
VR15;Haaglanden;2020-06-12;0
VR15;Haaglanden;2020-06-13;0
VR15;Haaglanden;2020-06-14;0
VR15;Haaglanden;2020-06-15;0
VR15;Haaglanden;2020-06-16;0
VR15;Haaglanden;2020-06-17;0
VR15;Haaglanden;2020-06-18;1
VR15;Haaglanden;2020-06-19;0
VR15;Haaglanden;2020-06-20;0
VR15;Haaglanden;2020-06-21;2
VR15;Haaglanden;2020-06-22;0
VR15;Haaglanden;2020-06-23;0
VR15;Haaglanden;2020-06-24;1
VR15;Haaglanden;2020-06-25;0
VR15;Haaglanden;2020-06-26;0
VR15;Haaglanden;2020-06-27;1
VR15;Haaglanden;2020-06-28;0
VR15;Haaglanden;2020-06-29;1
VR15;Haaglanden;2020-06-30;0
VR15;Haaglanden;2020-07-01;1
VR15;Haaglanden;2020-07-02;0
VR15;Haaglanden;2020-07-03;2
VR15;Haaglanden;2020-07-04;0
VR15;Haaglanden;2020-07-05;0
VR15;Haaglanden;2020-07-06;0
VR15;Haaglanden;2020-07-07;0
VR15;Haaglanden;2020-07-08;0
VR15;Haaglanden;2020-07-09;0
VR15;Haaglanden;2020-07-10;0
VR15;Haaglanden;2020-07-11;0
VR15;Haaglanden;2020-07-12;0
VR15;Haaglanden;2020-07-13;0
VR15;Haaglanden;2020-07-14;0
VR15;Haaglanden;2020-07-15;0
VR15;Haaglanden;2020-07-16;0
VR15;Haaglanden;2020-07-17;1
VR15;Haaglanden;2020-07-18;0
VR15;Haaglanden;2020-07-19;1
VR15;Haaglanden;2020-07-20;0
VR15;Haaglanden;2020-07-21;0
VR15;Haaglanden;2020-07-22;1
VR15;Haaglanden;2020-07-23;0
VR15;Haaglanden;2020-07-24;0
VR15;Haaglanden;2020-07-25;0
VR15;Haaglanden;2020-07-26;0
VR15;Haaglanden;2020-07-27;1
VR15;Haaglanden;2020-07-28;0
VR15;Haaglanden;2020-07-29;0
VR15;Haaglanden;2020-07-30;1
VR15;Haaglanden;2020-07-31;0
VR15;Haaglanden;2020-08-01;0
VR15;Haaglanden;2020-08-02;0
VR15;Haaglanden;2020-08-03;0
VR15;Haaglanden;2020-08-04;0
VR15;Haaglanden;2020-08-05;0
VR15;Haaglanden;2020-08-06;0
VR15;Haaglanden;2020-08-07;0
VR15;Haaglanden;2020-08-08;1
VR15;Haaglanden;2020-08-09;0
VR15;Haaglanden;2020-08-10;0
VR15;Haaglanden;2020-08-11;0
VR15;Haaglanden;2020-08-12;0
VR15;Haaglanden;2020-08-13;1
VR15;Haaglanden;2020-08-14;1
VR15;Haaglanden;2020-08-15;0
VR15;Haaglanden;2020-08-16;2
VR15;Haaglanden;2020-08-17;3
VR15;Haaglanden;2020-08-18;0
VR15;Haaglanden;2020-08-19;0
VR15;Haaglanden;2020-08-20;1
VR15;Haaglanden;2020-08-21;1
VR15;Haaglanden;2020-08-22;0
VR15;Haaglanden;2020-08-23;1
VR15;Haaglanden;2020-08-24;0
VR15;Haaglanden;2020-08-25;0
VR15;Haaglanden;2020-08-26;1
VR15;Haaglanden;2020-08-27;0
VR15;Haaglanden;2020-08-28;0
VR15;Haaglanden;2020-08-29;1
VR15;Haaglanden;2020-08-30;0
VR15;Haaglanden;2020-08-31;1
VR15;Haaglanden;2020-09-01;0
VR15;Haaglanden;2020-09-02;0
VR15;Haaglanden;2020-09-03;0
VR15;Haaglanden;2020-09-04;0
VR15;Haaglanden;2020-09-05;0
VR15;Haaglanden;2020-09-06;1
VR15;Haaglanden;2020-09-07;0
VR15;Haaglanden;2020-09-08;0
VR15;Haaglanden;2020-09-09;0
VR15;Haaglanden;2020-09-10;0
VR15;Haaglanden;2020-09-11;0
VR15;Haaglanden;2020-09-12;2
VR15;Haaglanden;2020-09-13;1
VR15;Haaglanden;2020-09-14;0
VR15;Haaglanden;2020-09-15;0
VR15;Haaglanden;2020-09-16;0
VR15;Haaglanden;2020-09-17;1
VR15;Haaglanden;2020-09-18;0
VR15;Haaglanden;2020-09-19;1
VR15;Haaglanden;2020-09-20;1
VR15;Haaglanden;2020-09-21;1
VR15;Haaglanden;2020-09-22;0
VR15;Haaglanden;2020-09-23;2
VR15;Haaglanden;2020-09-24;2
VR15;Haaglanden;2020-09-25;0
VR15;Haaglanden;2020-09-26;0
VR15;Haaglanden;2020-09-27;2
VR15;Haaglanden;2020-09-28;1
VR15;Haaglanden;2020-09-29;1
VR15;Haaglanden;2020-09-30;3
VR15;Haaglanden;2020-10-01;1
VR15;Haaglanden;2020-10-02;0
VR15;Haaglanden;2020-10-03;3
VR15;Haaglanden;2020-10-04;2
VR15;Haaglanden;2020-10-05;2
VR15;Haaglanden;2020-10-06;3
VR15;Haaglanden;2020-10-07;1
VR15;Haaglanden;2020-10-08;2
VR15;Haaglanden;2020-10-09;1
VR15;Haaglanden;2020-10-10;2
VR15;Haaglanden;2020-10-11;3
VR15;Haaglanden;2020-10-12;2
VR15;Haaglanden;2020-10-13;0
VR15;Haaglanden;2020-10-14;0
VR16;Hollands-Midden;1900-01-01;0
VR16;Hollands-Midden;2020-02-27;0
VR16;Hollands-Midden;2020-02-28;0
VR16;Hollands-Midden;2020-02-29;0
VR16;Hollands-Midden;2020-03-01;0
VR16;Hollands-Midden;2020-03-02;0
VR16;Hollands-Midden;2020-03-03;0
VR16;Hollands-Midden;2020-03-04;0
VR16;Hollands-Midden;2020-03-05;0
VR16;Hollands-Midden;2020-03-06;0
VR16;Hollands-Midden;2020-03-07;0
VR16;Hollands-Midden;2020-03-08;0
VR16;Hollands-Midden;2020-03-09;0
VR16;Hollands-Midden;2020-03-10;0
VR16;Hollands-Midden;2020-03-11;0
VR16;Hollands-Midden;2020-03-12;0
VR16;Hollands-Midden;2020-03-13;0
VR16;Hollands-Midden;2020-03-14;0
VR16;Hollands-Midden;2020-03-15;0
VR16;Hollands-Midden;2020-03-16;0
VR16;Hollands-Midden;2020-03-17;0
VR16;Hollands-Midden;2020-03-18;0
VR16;Hollands-Midden;2020-03-19;0
VR16;Hollands-Midden;2020-03-20;0
VR16;Hollands-Midden;2020-03-21;0
VR16;Hollands-Midden;2020-03-22;1
VR16;Hollands-Midden;2020-03-23;1
VR16;Hollands-Midden;2020-03-24;0
VR16;Hollands-Midden;2020-03-25;0
VR16;Hollands-Midden;2020-03-26;0
VR16;Hollands-Midden;2020-03-27;4
VR16;Hollands-Midden;2020-03-28;1
VR16;Hollands-Midden;2020-03-29;1
VR16;Hollands-Midden;2020-03-30;3
VR16;Hollands-Midden;2020-03-31;2
VR16;Hollands-Midden;2020-04-01;0
VR16;Hollands-Midden;2020-04-02;2
VR16;Hollands-Midden;2020-04-03;1
VR16;Hollands-Midden;2020-04-04;2
VR16;Hollands-Midden;2020-04-05;2
VR16;Hollands-Midden;2020-04-06;3
VR16;Hollands-Midden;2020-04-07;2
VR16;Hollands-Midden;2020-04-08;2
VR16;Hollands-Midden;2020-04-09;1
VR16;Hollands-Midden;2020-04-10;1
VR16;Hollands-Midden;2020-04-11;2
VR16;Hollands-Midden;2020-04-12;2
VR16;Hollands-Midden;2020-04-13;2
VR16;Hollands-Midden;2020-04-14;2
VR16;Hollands-Midden;2020-04-15;1
VR16;Hollands-Midden;2020-04-16;0
VR16;Hollands-Midden;2020-04-17;5
VR16;Hollands-Midden;2020-04-18;4
VR16;Hollands-Midden;2020-04-19;4
VR16;Hollands-Midden;2020-04-20;1
VR16;Hollands-Midden;2020-04-21;4
VR16;Hollands-Midden;2020-04-22;1
VR16;Hollands-Midden;2020-04-23;5
VR16;Hollands-Midden;2020-04-24;4
VR16;Hollands-Midden;2020-04-25;3
VR16;Hollands-Midden;2020-04-26;1
VR16;Hollands-Midden;2020-04-27;1
VR16;Hollands-Midden;2020-04-28;4
VR16;Hollands-Midden;2020-04-29;2
VR16;Hollands-Midden;2020-04-30;1
VR16;Hollands-Midden;2020-05-01;2
VR16;Hollands-Midden;2020-05-02;2
VR16;Hollands-Midden;2020-05-03;0
VR16;Hollands-Midden;2020-05-04;2
VR16;Hollands-Midden;2020-05-05;0
VR16;Hollands-Midden;2020-05-06;3
VR16;Hollands-Midden;2020-05-07;0
